ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Concept_in_Source,Borrowing
Fulfulde-68_disease-1,1851,Fulfulde,68_disease,ɲaw,ɲaw,ɲ a w,,Hantgan2022,25,,,,,0
Jenaama-68_disease-1,1852,Jenaama,68_disease,wɔ̀bɔ̀,wɔ̀bɔ̀,w ¹/ɔ b ¹/ɔ,,Hantgan2022,2702,,,,,0
Bambara-68_disease-1,1853,Bambara,68_disease,bàná,bàná,b ¹/a n ⁵/a,,Hantgan2022,2701,,,,,0
Soninke-68_disease-1,1854,Soninke,68_disease,wàttê,wàttê,w ¹/a t t ⁵¹/e,,Hantgan2022,2703,,,,,0
ToroTegu-68_disease-1,1855,ToroTegu,68_disease,lùrɔ́,lùrɔ́,l ¹/u r ⁵/ɔ,,Hantgan2022,482,,,,,0
BenTey-68_disease-1,1856,BenTey,68_disease,ɔ̀:rɔ̌y,ɔ̀:rɔ̌y,¹/ɔː r ¹⁵/ɔ + j,,Hantgan2022,482,,,,,0
BankanTey-68_disease-1,1857,BankanTey,68_disease,ɔ̀:rɔ̌n xxx,ɔ̀:rɔ̌n,¹/ɔː r ¹⁵/ɔ + n,,Hantgan2022,482,,,,,0
Nanga-68_disease-1,1858,Nanga,68_disease,mùrⁿá,mùrⁿá,m ¹/u ∼/r̃ ⁵/a,,Hantgan2022,482,,,,,0
PergeTegu-68_disease-1,1859,PergeTegu,68_disease,šì:ná,šì:ná,ʃ ¹/iː n ⁵/a,,Hantgan2022,484,,,,,0
Gourou-68_disease-1,1860,Gourou,68_disease,sì:ⁿlá,sì:ⁿlá,s ĩ: l ⁵/a,,Hantgan2022,484,,,,,0
Jamsay-68_disease-1,1861,Jamsay,68_disease,sì:ⁿlɛ́,sì:ⁿlɛ́,s ĩ: l ⁵/ɛ,,Hantgan2022,484,,,,,0
TogoKan-68_disease-1,1862,TogoKan,68_disease,nùrⁿú,nùrⁿú,n ¹/u ∼/r̃ ⁵/u,,Hantgan2022,482,,,,,0
YornoSo-68_disease-1,1863,YornoSo,68_disease,"jîm, sì:ⁿlá",jîm,dʒ ⁵¹/i m,,Hantgan2022,485,,,,,0
TommoSo-68_disease-1,1864,TommoSo,68_disease,jím,jím,dʒ ⁵/i m,,Hantgan2022,485,,,,,0
DogulDom-68_disease-1,1865,DogulDom,68_disease,jìmú-ŋ,jìmú-ŋ,dʒ ¹/i m ⁵/u + ŋ,,Hantgan2022,483,,,,,0
TebulUre-68_disease-1,1866,TebulUre,68_disease,dɔ̀rɔ́,dɔ̀rɔ́,d ¹/ɔ r ⁵/ɔ,,Hantgan2022,482,,,,,0
YandaDom-68_disease-1,1867,YandaDom,68_disease,cìŋ,cìŋ,tʃ ¹/i ŋ,,Hantgan2022,485,,,,,0
BonduSo-68_disease-1,1868,BonduSo,68_disease,"sà:mǎ-n, dúmù:",sà:mǎ-n,s ¹/aː m ¹⁵/a + n,,Hantgan2022,483,,,,,0
Bunoge-68_disease-1,1869,Bunoge,68_disease,ʔúrù,ʔúrù,ʔ ⁵/u r ¹/u,,Hantgan2022,482,,,,,0
DonnoSo-68_disease-1,1870,DonnoSo,68_disease,"lùlɔ́, jîm",lùlɔ́,l ¹/u l ⁵/ɔ,,Hantgan2022,482,,,,,0
TiranigeDiga-68_disease-1,1871,TiranigeDiga,68_disease,úrú,úrú,⁵/u r ⁵/u,,Hantgan2022,482,,,,,0
Penange-68_disease-1,1872,Penange,68_disease,ùrù (y-),ùrù,¹/u r ¹/u,,Hantgan2022,482,,,,,0
Mombo-68_disease-1,1873,Mombo,68_disease,úrù,úrù,⁵/u r ¹/u,,Hantgan2022,482,,,,,0
SonghaiSenni-68_disease-1,1874,SonghaiSenni,68_disease,jáŋgór-ò,jáŋgór-ò,dʒ ⁵/a ⁿɡ ⁵/o r + ¹/o,,Hantgan2022,3586,,,,,0
ToroSo-68_disease-1,1875,ToroSo,68_disease,gíwⁿú,gíwⁿú,ɡ ⁵/i ∼/w̃ ⁵/u,,Hantgan2022,486,,,,,0
BonduSo-68_disease-2,1876,BonduSo,68_disease,sààmà-ŋ,sààmà-ŋ,s ¹/aː m ¹/a + ŋ,,Hantgan2022,483,,,,,0
BozoTiemaCewe-69_divide-1,1877,BozoTiemaCewe,69_divide,cééxú,cééxú,tʃ ⁵/e x ⁵/e ⁵/u,,Hantgan2022,2704,,,,,0
SonghaiSenni-69_divide-1,1878,SonghaiSenni,69_divide,zèmnà ~ zènnà,zèmnà,z ¹/e m + n ¹/a,,Hantgan2022,3587,,,,,0
ToroTegu-69_divide-1,1879,ToroTegu,69_divide,hélú,hélú,h ⁵/e l ⁵/u,,Hantgan2022,490,,,,,1540
BenTey-69_divide-1,1880,BenTey,69_divide,"kéríyé, céríyé",kéríyé,k ⁵/e r ⁵/i + j ⁵/e,,Hantgan2022,488,,,,,0
BankanTey-69_divide-1,1881,BankanTey,69_divide,kéríyé,kéríyé,k ⁵/e r ⁵/i + j ⁵/e,,Hantgan2022,488,,,,,0
PergeTegu-69_divide-1,1882,PergeTegu,69_divide,gàmdá,gàmdá,ɡ ¹/a m + d ⁵/a,,Hantgan2022,487,,,,,1534
Gourou-69_divide-1,1883,Gourou,69_divide,"gàmàrⁿá, gòsó",gàmàrⁿá,ɡ ¹/a m ¹/a + ∼/r̃ ⁵/a,,Hantgan2022,491,,,,,0
Jamsay-69_divide-1,1884,Jamsay,69_divide,gàmàrⁿá,gàmàrⁿá,ɡ ¹/a m ¹/a + ∼/r̃ ⁵/a,,Hantgan2022,491,,,,,0
TogoKan-69_divide-1,1885,TogoKan,69_divide,gàmírⁿì,gàmírⁿì,ɡ ¹/a m ⁵/i + r̃ ¹/i,,Hantgan2022,491,,,,,0
YornoSo-69_divide-1,1886,YornoSo,69_divide,gàmálá-,gàmálá,ɡ ¹/a m ⁵/a + l ⁵/a,,Hantgan2022,491,,,,,0
TommoSo-69_divide-1,1887,TommoSo,69_divide,kábí-lɛ́,kábí-lɛ́,k ⁵/a b ⁵/i + l ⁵/ɛ,,Hantgan2022,489,,,,,0
DogulDom-69_divide-1,1888,DogulDom,69_divide,kú:lɛ̀,kú:lɛ̀,k ⁵/uː l ¹/ɛ,,Hantgan2022,490,,,,,1540
TebulUre-69_divide-1,1889,TebulUre,69_divide,gèr-í: (gèr-í:-tì-),gèr-í:,ɡ ¹/e r + ⁵/iː,,Hantgan2022,493,,,,,0
YandaDom-69_divide-1,1890,YandaDom,69_divide,gàmbúlɛ́,gàmbúlɛ́,ɡ ¹/a ⁿb ⁵/u + l ⁵/ɛ,,Hantgan2022,489,,,,,0
BonduSo-69_divide-1,1891,BonduSo,69_divide,ká:ŋgí-y,ká:ŋgí-y,k ⁵/aː ⁿɡ ⁵/i + j,,Hantgan2022,488,,,,,0
Bunoge-69_divide-1,1892,Bunoge,69_divide,gámbágè,gámbágè,ɡ ⁵/a ⁿb ⁵/a + ɡ ¹/e,,Hantgan2022,489,,,,,0
DonnoSo-69_divide-1,1893,DonnoSo,69_divide,gàmbìl-ɛ́:-,gàmbìl-ɛ́:,ɡ ¹/a ⁿb ¹/i l + ⁵/ɛː,,Hantgan2022,489,,,,,0
TiranigeDiga-69_divide-1,1894,TiranigeDiga,69_divide,úndúyó,úndúyó,⁵/u ⁿd ⁵/u + j ⁵/o,,Hantgan2022,494,,,,,0
Mombo-69_divide-1,1895,Mombo,69_divide,púrúgè,púrúgè,p ⁵/u r ⁵/u + ɡ ¹/e,,Hantgan2022,492,,,,,1545
Penange-69_divide-1,1896,Penange,69_divide,wélágè,wélágè,w ⁵/e l ⁵/a + ɡ ¹/e,,Hantgan2022,492,,,,,1545
Nanga-69_divide-1,1897,Nanga,69_divide,kéríyé,kéríyé,k ⁵/e r ⁵/i + j ⁵/e,,Hantgan2022,488,,,,,0
BozoTiemaCewe-69_divide-2,1898,BozoTiemaCewe,69_divide,cɛ́tílá,cɛ́tílá,tʃ ⁵/ɛ t ⁵/i + l ⁵/a,,Hantgan2022,2707,,,,,0
Bambara-69_divide-1,1899,Bambara,69_divide,táxándí,táxándí,t ⁵/a x ⁵/a + ⁿd ⁵/i,,Hantgan2022,2704,,,,,0
Bambara-69_divide-2,1900,Bambara,69_divide,tílá,tílá,t ⁵/i l ⁵/a,,Hantgan2022,2705,,,,,1540
Bambara-69_divide-3,1901,Bambara,69_divide,fárá,fárá,f ⁵/a r ⁵/a,,Hantgan2022,2706,,,,,1545
Bangime-69_divide-1,1902,Bangime,69_divide,ɡùjɛ̀-ndɛ̀,ɡùjɛ̀-ndɛ̀,ɡ ¹/u j ¹/ɛ + ⁿd ¹/ɛ,,Hantgan2022,2343,,,,,1534
Fulfulde-69_divide-1,1903,Fulfulde,69_divide,feccude,fecc-ude,f e tʃ tʃ + u d e,,Hantgan2022,26,,,,,0
ToroSo-69_divide-1,1904,ToroSo,69_divide,gàmú-rú,gàmú-rú,ɡ ¹/a m ⁵/u + r ⁵/u,,Hantgan2022,491,,,,,0
BonduSo-69_divide-2,1905,BonduSo,69_divide,kàànjíí,kàànjíí,k ¹/aː ⁿdʒ ⁵/iː,,Hantgan2022,487,,,,,1534
SonghaiSenni-70_dog-1,1906,SonghaiSenni,70_dog,háns-ó,háns-ó,h ⁵/a n s + ⁵/o,,Hantgan2022,3588,,,,,0
ToroTegu-70_dog-1,1907,ToroTegu,70_dog,nènú,nènú,n ¹/e n ⁵/u,,Hantgan2022,498,,,,,1567
BenTey-70_dog-1,1908,BenTey,70_dog,ìnjɛ̌-m,ìnjɛ̌-m,¹/i ⁿdʒ ¹⁵/ɛ + m,,Hantgan2022,495,,,,,0
BankanTey-70_dog-1,1909,BankanTey,70_dog,ǹjèrû-m,ǹjèrû-m,ⁿdʒ ¹/e r ⁵¹/u + m,,Hantgan2022,496,,,,,0
Nanga-70_dog-1,1910,Nanga,70_dog,nɛ̀rⁿî,nɛ̀rⁿî,n ¹/ɛ ∼/r̃ ⁵¹/i,,Hantgan2022,501,,,,,1567
PergeTegu-70_dog-1,1911,PergeTegu,70_dog,ìšú,ìšú,¹/i ʃ ⁵/u,,Hantgan2022,495,,,,,0
Gourou-70_dog-1,1912,Gourou,70_dog,ìzú,ìzú,¹/i z ⁵/u,,Hantgan2022,495,,,,,0
Jamsay-70_dog-1,1913,Jamsay,70_dog,ìjú,ìjú,¹/i dʒ ⁵/u,,Hantgan2022,495,,,,,0
TogoKan-70_dog-1,1914,TogoKan,70_dog,ìsí,ìsí,¹/i s ⁵/i,,Hantgan2022,495,,,,,0
TommoSo-70_dog-1,1915,TommoSo,70_dog,ìsé,ìsé,¹/i s ⁵/e,,Hantgan2022,495,,,,,0
DogulDom-70_dog-1,1916,DogulDom,70_dog,ùŋɔ́-ŋ́ (pl ùŋɔ́ⁿ yà:),ùŋɔ́-ŋ́,¹/u ŋ ⁵/ɔ + ŋ,,Hantgan2022,498,,,,,1567
TebulUre-70_dog-1,1917,TebulUre,70_dog,ìnjɛ̌:,ìnjɛ̌:,¹/i ⁿdʒ ¹⁵/ɛː,,Hantgan2022,495,,,,,0
YandaDom-70_dog-1,1918,YandaDom,70_dog,ìnjɛ̀,ìnjɛ̀,¹/i ⁿdʒ ¹/ɛ,,Hantgan2022,495,,,,,0
BonduSo-70_dog-1,1919,BonduSo,70_dog,ŋ̀gwɛ̌:,ŋ̀gwɛ̌:,ⁿɡ w ¹⁵/ɛː,,Hantgan2022,497,,,,,0
Ampari-70_dog-1,1920,Ampari,70_dog,ìjɛ́ (ìjɛ́ gè),ìjɛ́,¹/i dʒ ⁵/ɛ,,Hantgan2022,495,,,,,0
Bunoge-70_dog-1,1921,Bunoge,70_dog,ʔínjɛ̀,ʔínjɛ̀,ʔ ⁵/i ⁿdʒ ¹/ɛ,,Hantgan2022,495,,,,,0
DonnoSo-70_dog-1,1922,DonnoSo,70_dog,ìdú,ìdú,¹/i d ⁵/u,,Hantgan2022,495,,,,,0
TomoKan-70_dog-1,1923,TomoKan,70_dog,ùjù,ùjù,¹/u dʒ ¹/u,,Hantgan2022,495,,,,,0
TiranigeDiga-70_dog-1,1924,TiranigeDiga,70_dog,í:njɛ́ ~ í:ŋgɛ́,í:njɛ́,⁵/iː ⁿdʒ ⁵/ɛ,,Hantgan2022,495,,,,,0
Mombo-70_dog-1,1925,Mombo,70_dog,ínjɛ̀,ínjɛ̀,⁵/i ⁿdʒ ¹/ɛ,,Hantgan2022,495,,,,,0
Penange-70_dog-1,1926,Penange,70_dog,ŋkɛ̀,ŋkɛ̀,ⁿk ¹/ɛ,,Hantgan2022,499,,,,,1568
Bangime-70_dog-1,1927,Bangime,70_dog,kùrɛ̀ɛ̀,kùrɛ̀ɛ̀,k ¹/u r ¹/ɛː,,Hantgan2022,2344,,,,,1563
Fulfulde-70_dog-1,1928,Fulfulde,70_dog,bilaaru,bilaaru,b i l aː r u,,Hantgan2022,27,,,,,0
Jenaama-70_dog-1,1929,Jenaama,70_dog,kúŋgólō,kúŋgólō,k ⁵/u ⁿɡ ⁵/o l ³/o,,Hantgan2022,2709,,,,,1563
YornoSo-70_dog-1,1930,YornoSo,70_dog,ìjú,ìjú,¹/i dʒ ⁵/u,,Hantgan2022,495,,,,,0
BozoPondorinord-70_dog-1,1931,BozoPondorinord,70_dog,muⁿnuⁿ,muⁿnuⁿ,m ũ n ũ,,Hantgan2022,2710,,,,,1567
BozoPondorinord-70_dog-2,1932,BozoPondorinord,70_dog,koⁿgoro,koⁿgoro,k õ ɡ o r o,,Hantgan2022,2709,,,,,1563
BozoTieyaxo-70_dog-1,1933,BozoTieyaxo,70_dog,guⁿ,guⁿ,ɡ ũ,,Hantgan2022,2711,,,,,1568
BozoTieyaxo-70_dog-2,1934,BozoTieyaxo,70_dog,kuⁿgoro,kuⁿgoro,k ũ ɡ o r o,,Hantgan2022,2709,,,,,1563
BozoTieyaxo-70_dog-3,1935,BozoTieyaxo,70_dog,koⁿgoro,koⁿgoro,k õ ɡ o r o,,Hantgan2022,2709,,,,,1563
BozoTieyaxo-70_dog-4,1936,BozoTieyaxo,70_dog,ŋuⁿuⁿ,ŋuⁿuⁿ,ŋ ũ:,,Hantgan2022,2712,,,,,1567
BozoTieyaxo-70_dog-5,1937,BozoTieyaxo,70_dog,kuⁿgoo,kuⁿgoo,k ũ ɡ oː,,Hantgan2022,2709,,,,,1563
BozoTieyaxo-70_dog-6,1938,BozoTieyaxo,70_dog,kuⁿgoro,kuⁿgoro,k ũ ɡ o r o,,Hantgan2022,2709,,,,,1563
BozoTieyaxo-70_dog-7,1939,BozoTieyaxo,70_dog,kuⁿgolo,kuⁿgolo,k ũ ɡ o l o,,Hantgan2022,2709,,,,,1563
BozoTieyaxo-70_dog-8,1940,BozoTieyaxo,70_dog,wùllê,wùllê,w ¹/u l l ⁵¹/e,,Hantgan2022,2708,,,,,0
BozoTieyaxo-70_dog-9,1941,BozoTieyaxo,70_dog,wùlú,wùlú,w ¹/u l ⁵/u,,Hantgan2022,2708,,,,,0
ToroSo-70_dog-1,1942,ToroSo,70_dog,ìðú,ìðú,¹/i ð ⁵/u,,Hantgan2022,495,,,,,0
ToroSo-70_dog-2,1943,ToroSo,70_dog,ìdʒú,ìdʒú,¹/i d ʒ ⁵/u,,Hantgan2022,495,,,,,0
BonduSo-70_dog-2,1944,BonduSo,70_dog,ùnɡwɛ́ɛ́,ùnɡwɛ́ɛ́,¹/u ⁿɡ w ⁵/ɛː,,Hantgan2022,497,,,,,0
Bambara-70_dog-1,1945,Bambara,70_dog,wùlú,wùlú,w ¹/u l ¹/u,,Hantgan2022,2708,,,,,0
SonghaiSenni-71_donkey-1,1946,SonghaiSenni,71_donkey,fàrk-ò,fàrk-ò,f ¹/a r k + ¹/o,,Hantgan2022,3589,,,,,18
ToroTegu-71_donkey-1,1947,ToroTegu,71_donkey,zàndúrú,zàndúrú,z ¹/a ⁿd ⁵/u + r ⁵/u,,Hantgan2022,506,,,,,0
BenTey-71_donkey-1,1948,BenTey,71_donkey,"súrú-bɔ̀ŋgɔ̂-m, sú-bɔ̀ŋgɔ̂-m",súrú-bɔ̀ŋgɔ̂-m,s ⁵/u r ⁵/u + b ¹/ɔ ⁿɡ ⁵¹/ɔ + m,,Hantgan2022,504,,,,,0
BankanTey-71_donkey-1,1949,BankanTey,71_donkey,dúrù-m,dúrù-m,d ⁵/u r ¹/u + m,,Hantgan2022,503,,,,,0
Nanga-71_donkey-1,1950,Nanga,71_donkey,súmáŋà,súmáŋà,s ⁵/u m ⁵/a + ŋ ¹/a,,Hantgan2022,508,,,,,0
PergeTegu-71_donkey-1,1951,PergeTegu,71_donkey,jàmdúrú,jàmdúrú,dʒ ¹/a ⁿd ⁵/u + r ⁵/u,,Hantgan2022,506,,,,,0
Gourou-71_donkey-1,1952,Gourou,71_donkey,zàmdúrú,zàmdúrú,z ¹/a ⁿd ⁵/u + r ⁵/u,,Hantgan2022,506,,,,,0
TogoKan-71_donkey-1,1953,TogoKan,71_donkey,jɔ̀ⁿtúrú,jɔ̀ⁿtúrú,dʒ ɔ̃ t ⁵/u + r ⁵/u,,Hantgan2022,506,,,,,0
YornoSo-71_donkey-1,1954,YornoSo,71_donkey,jàmdúl,jàmdúl,dʒ ¹/a ⁿd ⁵/u + l,,Hantgan2022,506,,,,,0
TommoSo-71_donkey-1,1955,TommoSo,71_donkey,"jàndúlú, dúlú",jàndúlú,dʒ ¹/a ⁿd ⁵/u + l ⁵/u,,Hantgan2022,506,,,,,0
DogulDom-71_donkey-1,1956,DogulDom,71_donkey,dúlùg (dúlùgù),dúlùg,d ⁵/u l ¹/u + ɡ,,Hantgan2022,503,,,,,0
TebulUre-71_donkey-1,1957,TebulUre,71_donkey,zàmdílè,zàmdílè,z ¹/a ⁿd ⁵/i + l ¹/e,,Hantgan2022,506,,,,,0
YandaDom-71_donkey-1,1958,YandaDom,71_donkey,zàmdúrú ~ zàmtúrú,zàmdúrú,z ¹/a ⁿd ⁵/u + r ⁵/u,,Hantgan2022,506,,,,,0
BonduSo-71_donkey-1,1959,BonduSo,71_donkey,párŋgá,párŋgá,p ⁵/a r + ⁿɡ ⁵/a,,Hantgan2022,505,,,,,18
Bunoge-71_donkey-1,1960,Bunoge,71_donkey,kólómù,kólómù,k ⁵/o l ⁵/o + m ¹/u,,Hantgan2022,502,,,,,1582
DonnoSo-71_donkey-1,1961,DonnoSo,71_donkey,jàŋgúrù,jàŋgúrù,dʒ ¹/a ⁿɡ ⁵/u + r ¹/u,,Hantgan2022,506,,,,,0
Jamsay-71_donkey-1,1962,Jamsay,71_donkey,jàndúrú ~ jàmdúrú,jàndúrú,dʒ ¹/a ⁿd ⁵/u + r ⁵/u,,Hantgan2022,506,,,,,0
TomoKan-71_donkey-1,1963,TomoKan,71_donkey,jòndù,jòndù,dʒ ¹/o n d ¹/u,,Hantgan2022,506,,,,,0
TiranigeDiga-71_donkey-1,1964,TiranigeDiga,71_donkey,"kɔ́lɔ́ŋɔ̀ (Boui), kɔ́níyɔ́ (Ningo)",kɔ́lɔ́ŋɔ̀,k ⁵/ɔ l ⁵/ɔ + ŋ ¹/ɔ,,Hantgan2022,502,,,,,1582
Mombo-71_donkey-1,1965,Mombo,71_donkey,kɔ́nyɔ̀,kɔ́nyɔ̀,k ⁵/ɔ n j ¹/ɔ,,Hantgan2022,507,,,,,0
Penange-71_donkey-1,1966,Penange,71_donkey,kòlò-kòlò,kòlò-kòlò,k ¹/o l ¹/o + k ¹/o l ¹/o,,Hantgan2022,502,,,,,1582
Bangime-71_donkey-1,1967,Bangime,71_donkey,kóróŋɡò,kóróŋɡò,k ⁵/o r ⁵/o + ⁿɡ ¹/o,,Hantgan2022,2345,,,,,1582
Fulfulde-71_donkey-1,1968,Fulfulde,71_donkey,mbabba,mbabba,ⁿb a b b a,,Hantgan2022,28,,,,,0
Jenaama-71_donkey-1,1969,Jenaama,71_donkey,ʃēmpùwò,ʃēmp-ùwò,ʃ ³/e ⁿp + ¹/u w ¹/o,,Hantgan2022,2714,,,,,0
Soninke-71_donkey-1,1970,Soninke,71_donkey,hàrê,hàrê,h ¹/a r ⁵¹/e,,Hantgan2022,2715,,,,,18
ToroSo-71_donkey-1,1971,ToroSo,71_donkey,jàndúrú,jàndúrú,dʒ ¹/a ⁿd ⁵/u + r ⁵/u,,Hantgan2022,506,,,,,0
BonduSo-71_donkey-2,1972,BonduSo,71_donkey,páráŋɡá,páráŋɡá,p ⁵/a r ⁵/a + ⁿɡ ⁵/a,,Hantgan2022,505,,,,,18
Bambara-71_donkey-1,1973,Bambara,71_donkey,fàlí,fàlí,f ¹/a l ⁵/i,,Hantgan2022,2713,,,,,18
Mombo-72_door-1,1974,Mombo,72_door,bô:ⁿ,bô:ⁿ,b õː,,Hantgan2022,513,,,,,0
Penange-72_door-1,1975,Penange,72_door,bòwⁿ,bòwⁿ,b ¹/o + w̃,,Hantgan2022,513,,,,,0
TiranigeDiga-72_door-1,1976,TiranigeDiga,72_door,"bówⁿ, ìmbì",bówⁿ,b ⁵/o + w̃,,Hantgan2022,513,,,,,0
Jamsay-72_door-1,1977,Jamsay,72_door,cɛ́wɛ́,cɛ́wɛ́,tʃ ⁵/ɛ w ⁵/ɛ,,Hantgan2022,514,,,,,0
PergeTegu-72_door-1,1978,PergeTegu,72_door,cíŋgɛ̀,cíŋgɛ̀,tʃ ⁵/i ⁿɡ ¹/ɛ,,Hantgan2022,510,,,,,1603
ToroTegu-72_door-1,1979,ToroTegu,72_door,gá:mú,gá:mú,ɡ ⁵/aː m ⁵/u,,Hantgan2022,512,,,,,0
DogulDom-72_door-1,1980,DogulDom,72_door,káàⁿ,káàⁿ,k ⁵¹/ãː,,Hantgan2022,512,,,,,0
TebulUre-72_door-1,1981,TebulUre,72_door,káŋgá,káŋgá,k ⁵/a ⁿɡ ⁵/a,,Hantgan2022,512,,,,,0
Gourou-72_door-1,1982,Gourou,72_door,kɛ́wɛ́,kɛ́wɛ́,k ⁵/ɛ w ⁵/ɛ,,Hantgan2022,514,,,,,0
TogoKan-72_door-1,1983,TogoKan,72_door,kɛ́wɛ́,kɛ́wɛ́,k ⁵/ɛ w ⁵/ɛ,,Hantgan2022,514,,,,,0
Nanga-72_door-1,1984,Nanga,72_door,kìyⁿâ,kìyⁿâ,k ¹/i j ⁵¹/a,,Hantgan2022,512,,,,,0
BonduSo-72_door-1,1985,BonduSo,72_door,níŋgú:\\níŋgí:,níŋgú:,n ⁵/i ⁿɡ ⁵/uː,,Hantgan2022,510,,,,,1603
YandaDom-72_door-1,1986,YandaDom,72_door,sáŋ,sáŋ,s ⁵/a + ŋ,,Hantgan2022,515,,,,,0
Bunoge-72_door-1,1987,Bunoge,72_door,tá (tâ:),tá,t ⁵/a,,Hantgan2022,509,,,,,1599
YornoSo-72_door-1,1988,YornoSo,72_door,tǎ:ⁿ,tǎ:ⁿ,t ¹⁵/ãː,,Hantgan2022,509,,,,,1599
BenTey-72_door-1,1989,BenTey,72_door,ta᷈:ⁿ,ta᷈:ⁿ,t ¹⁵¹/ãː,,Hantgan2022,509,,,,,1599
BankanTey-72_door-1,1990,BankanTey,72_door,ta᷈:ⁿ,ta᷈:ⁿ,t ¹⁵¹/ãː,,Hantgan2022,509,,,,,1599
TommoSo-72_door-1,1991,TommoSo,72_door,táá,táá,t ⁵/aː,,Hantgan2022,509,,,,,1599
DonnoSo-72_door-1,1992,DonnoSo,72_door,tàŋá,tàŋá,t ¹/a ŋ ⁵/a,,Hantgan2022,509,,,,,1599
Bangime-72_door-1,1993,Bangime,72_door,mìrⁿà (1),mìrⁿà,m ¹/i r̃ ¹/a,,Hantgan2022,2346,,,,,0
Fulfulde-72_door-1,1994,Fulfulde,72_door,baafal,baafal,b aː f + a l,,Hantgan2022,29,,,,,0
Jenaama-72_door-1,1995,Jenaama,72_door,kíbāwⁿ,kíbāwⁿ,k ⁵/i b ³/a + w̃,,Hantgan2022,2720,,,,,0
BozoDebo-72_door-1,1996,BozoDebo,72_door,togora,togora,t o ɡ o r a,,Hantgan2022,2717,,,,,1603
BozoHainyaxo-72_door-1,1997,BozoHainyaxo,72_door,lugu,lugu,l u ɡ u,,Hantgan2022,2717,,,,,1603
BozoKorondougounord-72_door-1,1998,BozoKorondougounord,72_door,kwolaguⁿ,kwolaguⁿ,k w o + l a ɡ ũ,,Hantgan2022,2718,,,,,0
BozoKorondougousud-72_door-1,1999,BozoKorondougousud,72_door,kwɔlagu,kwɔlagu,k w ɔ + l a ɡ u,,Hantgan2022,2718,,,,,0
BozoKotya-72_door-1,2000,BozoKotya,72_door,dagu,dagu,d a ɡ u,,Hantgan2022,2717,,,,,1603
BozoPondorinord-72_door-1,2001,BozoPondorinord,72_door,lɔⁿɔⁿ,lɔⁿɔⁿ,l ɔ̃ː,,Hantgan2022,2719,,,,,0
BozoPondorisud-72_door-1,2002,BozoPondorisud,72_door,dɔ,dɔ,d ɔ,,Hantgan2022,2716,,,,,1599
BozoTieyaxo-72_door-1,2003,BozoTieyaxo,72_door,xɔlaa,xɔlaa,x ɔ + l aː,,Hantgan2022,2719,,,,,0
BozoTiemaCewe-72_door-1,2004,BozoTiemaCewe,72_door,laa,laa,l aː,,Hantgan2022,2719,,,,,0
TogoKan-72_door-2,2005,TogoKan,72_door,gìrⁿì-káⁿ,gìrⁿì-káⁿ,ɡ ¹/i r̃ ¹/i + k ⁵/ã,,Hantgan2022,516,,,,,0
SonghaiSenni-72_door-1,2006,SonghaiSenni,72_door,hó:-míy-ò,hó:míy-ò,h ⁵/oː m ⁵/i j + ¹/o,,Hantgan2022,3590,,,,,0
ToroSo-72_door-1,2007,ToroSo,72_door,tááⁿ,tááⁿ,t ⁵/ãː,,Hantgan2022,509,,,,,1599
ToroSo-72_door-2,2008,ToroSo,72_door,tááŋ,tááŋ,t ⁵/aː + ŋ,,Hantgan2022,509,,,,,1599
BonduSo-72_door-2,2009,BonduSo,72_door,tíŋàà,tíŋàà,t ⁵/i ŋ ¹/aː,,Hantgan2022,509,,,,,1599
Bambara-72_door-1,2010,Bambara,72_door,dɑ,dɑ,d ɑ,,Hantgan2022,2716,,,,,1599
BankanTey-73_doorpost-1,2011,BankanTey,73_doorpost,òrò-mbǔ:,òrò-mbǔ:,¹/o r ¹/o + ⁿb ¹⁵/uː,,Hantgan2022,518,,,,,0
BenTey-73_doorpost-1,2012,BenTey,73_doorpost,ùrò-mǒ:,ùrò-mǒ:,¹/u r ¹/o + m ¹⁵/oː,,Hantgan2022,519,,,,,0
DogulDom-73_doorpost-1,2013,DogulDom,73_doorpost,dòló,dòló,d ¹/o l ⁵/o,,Hantgan2022,521,,,,,0
BonduSo-73_doorpost-1,2014,BonduSo,73_doorpost,òlè gírì,òlè_gírì,¹/o l ¹/e + ɡ ⁵/i r ¹/i,,Hantgan2022,520,,,,,0
Nanga-73_doorpost-1,2015,Nanga,73_doorpost,ǹdò-nɔ̌:,ǹdò-nɔ̌:,ⁿd ¹/o + n ¹⁵/ɔː,,Hantgan2022,517,,,,,1635
TebulUre-73_doorpost-1,2016,TebulUre,73_doorpost,ùlò-mbùgó,ùlò-mbùgó,¹/u l ¹/o + ⁿb ¹/u ɡ ⁵/o,,Hantgan2022,518,,,,,0
TommoSo-73_doorpost-1,2017,TommoSo,73_doorpost,mòlìgìè áŋá,mòlìgìè_áŋá,m ¹/o l ¹/i ɡ ¹/i ¹/e + ⁵/a ŋ ⁵/a,,Hantgan2022,528,,,,,0
ToroTegu-73_doorpost-1,2018,ToroTegu,73_doorpost,íló-kà,íló-kà,⁵/i l ⁵/o + k ¹/a,,Hantgan2022,520,,,,,0
YandaDom-73_doorpost-1,2019,YandaDom,73_doorpost,ḿbòl,ḿbòl,ⁿb ¹/o l,,Hantgan2022,529,,,,,0
