ID	DOCULECT	CONCEPT	CONCEPT_FRENCH	FAMILY	SUBGROUP	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	STRATUM
169	ToroTegu	ASH		Dogon	North-Eastern_Dogon	dòwⁿòsú	dòwⁿòsú	d ¹/o ∼/w̃ ¹/o + s ⁵/u	434	102 4818	0	
170	BenTey	ASH		Dogon	North-Eastern_Dogon	dɔ̀yⁿɔ̌yⁿ	dɔ̀yⁿɔ̌yⁿ	d ¹/ɔ ∼/j ¹⁵/ɔ + ∼/j	354	98 100	0	
171	Nanga	ASH		Dogon	North-Eastern_Dogon	dùyá	dùyá	d ¹/u + j ⁵/a	368	98 100	116	
172	PergeTegu	ASH		Dogon	North-Eastern_Dogon	dɔ̀yⁿɔ́	dɔ̀yⁿɔ́	d ¹/ɔ + ∼/j ⁵/ɔ	368	98 100	116	
173	Gourou	ASH		Dogon	North-Eastern_Dogon	ɛ́:rⁿɛ̀	ɛ́:rⁿɛ̀	⁵/ɛː ∼/r̃ ¹/ɛ	357	104	0	
174	TogoKan	ASH		Dogon	South-Eastern_Dogon	dɔ̀yⁿɛ́	dɔ̀yⁿɛ́	d ¹/ɔ + ∼/j ⁵/ɛ	368	98 100	116	
175	YornoSo	ASH		Dogon	North-Western_Dogon	únɔ̀	únɔ̀	⁵/u n ¹/ɔ	440	103	0	
176	TommoSo	ASH		Dogon	South-Eastern_Dogon	ɔ́índɛ́, úndɔ́	úndɔ́	⁵/u ⁿd ⁵/ɔ	383	103	0	
177	DogulDom	ASH		Dogon	South-Western_Dogon	dɔ́ɔ̀	dɔ́ɔ̀	d ⁵¹/ɔː	383	98	0	
178	TebulUre	ASH		Dogon	North-Western_Dogon	dɔ̀ɛ́	dɔ̀ɛ́	d ¹/ɔ + ⁵/ɛ	383	98 4915	0	
179	YandaDom	ASH		Dogon	North-Western_Dogon	dɔ̀yⁿɛ̀	dɔ̀yⁿɛ̀	d ¹/ɔ + ∼/j ¹/ɛ	368	98 100	116	
180	BonduSo	ASH		Dogon	North-Western_Dogon	dɔ̀dɛ̌:ŋgó\\dɔ̀dɛ̌:	dɔ̀dɛ̌:-ŋgó	d ¹/ɔ + d ¹⁵/ɛː + ⁿɡ ⁵/o	368	98 99	116	
181	Ampari	ASH		Dogon	South-Western_Dogon	dɔ̀:yé_(dɔ̀:yé_gè)	dɔ̀:yé-gè	d ¹/ɔː j ⁵/e + ɡ ¹/e	368	98 99	116	
182	Bunoge	ASH		Dogon	South-Western_Dogon	díwɔ̀	díwɔ̀	d ⁵/i + w ¹/ɔ	368	102 4914	116	
183	DonnoSo	ASH		Dogon	South-Eastern_Dogon	úndɔ̀	úndɔ̀	⁵/u ⁿd ¹/ɔ	383	103	0	
184	TomoKan	ASH		Dogon	South-Eastern_Dogon	dwɛ́ⁿ	dwɛ́ⁿ	d w + ⁵∼/ɛ	401	102 4915	0	
185	TiranigeDiga	ASH		Dogon	South-Western_Dogon	dwɛ́:	dwɛ́:	d w + ⁵/ɛː	401	102 4915	0	
186	Penange	ASH		Dogon	South-Western_Dogon	dwɛ̀:	dwɛ̀:	d w + ¹/ɛː	401	102 4915	0	
187	Bangime	ASH		Isolate	Isolate	tùɥɛ̀	tùɥɛ̀	t ¹/u + ɥ ¹/ɛ	2326	40 4816	116	
188	Jenaama	ASH		Mande	Soninke-Bozo	síbō	síbō	s ⁵/i b ³/o	2667	101	0	
189	BozoKorondougounord	ASH		Mande	Soninke-Bozo	sibokuoⁿ	sibokuoⁿ	s i b o + k u ∼/õ	2667	101 4817	0	
190	BozoKorondougousud	ASH		Mande	Soninke-Bozo	sobo	sobo	s o b o	2667	101	0	
191	SonghaiKiini	ASH		Songhai	Eastern_Songhai	bó:s-ú	bó:s-ú	b ⁵/oː s + ⁵/u	3573	105 106	0	
192	SonghaiSenni	ASH		Songhai	Eastern_Songhai	bó:s-ó	bó:s-ó	b ⁵/oː s + ⁵/o	3573	105 106	0	
193	BankanTey	ASH		Dogon	North-Eastern_Dogon	dɔ̀yⁿɔ̌yⁿ	dɔ̀yⁿɔ̌yⁿ	d ¹/ɔ ∼/j ¹⁵/ɔ + ∼/j	354	98 100	0	
194	Jamsay	ASH		Dogon	North-Eastern_Dogon	dɔ̀yⁿɔ́	dɔ̀yⁿɔ́	d ¹/ɔ + ∼/j ⁵/ɔ	368	98 100	116	
195	Mombo	ASH		Dogon	South-Western_Dogon	dwɛ̂:	dwɛ̂:	d w + ⁵¹/ɛː	401	102 4915	0	
196	ToroSo	ASH		Dogon	South-Eastern_Dogon	únɔ́	únɔ́	⁵/u n ⁵/ɔ	432	103	0	
197	ToroSo	ASH		Dogon	South-Eastern_Dogon	púnɔ̀	púnɔ̀	p ⁵/u + n ¹/ɔ	432	103 4916	0	
198	BonduSo	ASH		Dogon	North-Western_Dogon	dɔ̀ndɛ̀	dɔ̀ndɛ̀	d ¹/ɔ + ⁿd ¹/ɛ	368	98 4917	116	
199	Bambara	ASH		Mande	Western_Mande	kɔ̀rɔ́	kɔ̀rɔ́	k ¹/ɔ r ⁵/ɔ	2659	619	0	
200	SonghaiSenni	BACK		Songhai	Eastern_Songhai	bàndè	bàndè	b ¹/a ⁿd ¹/e	3581	42	144	
201	SonghaiKiini	BACK		Songhai	Eastern_Songhai	bandɛ̀	bandɛ̀	b a ⁿd ¹/ɛ	3581	42	144	
202	ToroTegu	BACK		Dogon	North-Eastern_Dogon	tùŋɔ́	tùŋɔ́	t ¹/u ŋ ⁵/ɔ	467	108	0	
203	BenTey	BACK		Dogon	North-Eastern_Dogon	tùlù-kɛ́lɛ̀	tùlù-kɛ́lɛ̀	t ¹/u l ¹/u + k ⁵/ɛ l ¹/ɛ	461	108 107	0	
204	BankanTey	BACK		Dogon	North-Eastern_Dogon	tùndú, tùndù kɛ́ndɛ̀	tùndú	t ¹/u ⁿd ⁵/u	457	108	0	
205	Nanga	BACK		Dogon	North-Eastern_Dogon	tùndù bìrⁿɛ́	tùndù-bìrⁿɛ́	t ¹/u ⁿd ¹/u + b ¹/i ∼/r̃ ⁵/ɛ	457	108 116	0	
206	PergeTegu	BACK		Dogon	North-Eastern_Dogon	tùr-kɛ́lɛ́	tùr-kɛ́lɛ́	t ¹/u r + k ⁵/ɛ l ⁵/ɛ	461	108 107	0	
207	Gourou	BACK		Dogon	North-Eastern_Dogon	gùn kɛ́nɛ́	gùn-kɛ́nɛ́	ɡ ¹/u n + k ⁵/ɛ n ⁵/ɛ	474	115 107	141	
208	TogoKan	BACK		Dogon	South-Eastern_Dogon	dògò-kɛ́nɛ́	dògò-kɛ́nɛ́	d ¹/o ɡ ¹/o + k ⁵/ɛ n ⁵/ɛ	474	111 107	0	
209	YornoSo	BACK		Dogon	North-Western_Dogon	ònɔ́	ònɔ́	¹/o n ⁵/ɔ	467	108	0	
210	TommoSo	BACK		Dogon	South-Eastern_Dogon	ònnú	ònnú	¹/o n n ⁵/u	467	108	0	
211	DogulDom	BACK		Dogon	South-Western_Dogon	ǹdɔ́-ŋ́ (ǹdɔ́ⁿ yà:)	ǹdɔ́-ŋ́	ⁿd ⁵/ɔ ŋ	467	111	0	
212	TebulUre	BACK		Dogon	North-Western_Dogon	kúndúgó	kúndú-gó	k ⁵/u ⁿd ⁵/u + ɡ ⁵/o	500	108 4819	0	
213	YandaDom	BACK		Dogon	North-Western_Dogon	tùnù	tùnù	t ¹/u n ¹/u	467	108	0	
214	BonduSo	BACK		Dogon	North-Western_Dogon	bàndí-ŋgé	bàndí-ŋgé	b ¹/a ⁿd ⁵/i + ⁿɡ ⁵/e	464	109 4870	144	
215	Bunoge	BACK		Dogon	South-Western_Dogon	pùmbù	pùmbù	p ¹/u ⁿb ¹/u	3623	110	0	
216	DonnoSo	BACK		Dogon	South-Eastern_Dogon	ùnnú	ùnnú	¹/u n n ⁵/u	467	108	0	
217	Jamsay	BACK		Dogon	North-Eastern_Dogon	gǔn, gùn-cɛ́nɛ́	gǔn	ɡ ¹⁵/u + n	449	115	141	
218	TomoKan	BACK		Dogon	South-Eastern_Dogon	dògòlò	dògòlò	d ¹/o ɡ ¹/o + l ¹/o	511	111 4820	0	
219	TiranigeDiga	BACK		Dogon	South-Western_Dogon	túnú	túnú	t ⁵/u n ⁵/u	467	108	0	
220	Mombo	BACK		Dogon	South-Western_Dogon	túndú	túndú	t ⁵/u ⁿd ⁵/u	457	108	0	
221	Bangime	BACK		Isolate	Isolate	ɡīìⁿ	ɡīìⁿ	ɡ ³¹/ĩ:	2337	40	141	
222	Fulfulde	BACK		Atlantic	North-Central_Atlantic	caggal	caggal	tʃ a ɡ ɡ + a l	22	113 4813	0	
223	Penange	BACK		Dogon	South-Western_Dogon	túndú	túndú	t ⁵/u ⁿd ⁵/u	457	108	0	
224	ToroSo	BACK		Dogon	South-Eastern_Dogon	ònú	ònú	¹/o n ⁵/u	467	108	0	
225	ToroSo	BACK		Dogon	South-Eastern_Dogon	dòɡò kínɛ́	dòɡò kínɛ́	d ¹/o ɡ ¹/o + k ⁵/i n ⁵/ɛ	474	111 107	0	
226	BonduSo	BACK		Dogon	North-Western_Dogon	bàndíí	bàndíí	b ¹/a ⁿd ⁵/iː	464	109	144	
227	Bambara	BACK		Mande	Western_Mande	kírⁿí	kírⁿí	k ⁵/i ∼/r ⁵/i	2687	43	0	
228	ToroTegu	BAD		Dogon	North-Eastern_Dogon	mɔ̀sú, m̀bɔ̀sú	mɔ̀sú	m ¹/ɔ s ⁵/u	522	122	0	
229	BenTey	BAD		Dogon	North-Eastern_Dogon	mɔ̀sú	mɔ̀sú	m ¹/ɔ s ⁵/u	522	122	0	
230	BankanTey	BAD		Dogon	North-Eastern_Dogon	m̀bɔ̀sú	m̀bɔ̀sú	ⁿb ¹/ɔ s ⁵/u	522	122	0	
231	Nanga	BAD		Dogon	North-Eastern_Dogon	mɔ̀sí, gɔ̀mî	mɔ̀sí	m ¹/ɔ s ⁵/i	522	122	0	
232	Jamsay	BAD		Dogon	North-Eastern_Dogon	mɔ̀ɲú	mɔ̀ɲú	m ¹/ɔ ɲ ⁵/u	568	122	179	
233	YornoSo	BAD		Dogon	North-Western_Dogon	mɔ̀ɲú, sálá	mɔ̀ɲú	m ¹/ɔ ɲ ⁵/u	568	122	179	
234	TommoSo	BAD		Dogon	South-Eastern_Dogon	pàdíɛ́, sálá, yámú	pàdíɛ́	p ¹/a d ⁵/i + ⁵/ɛ	563	128	0	
235	DogulDom	BAD		Dogon	South-Western_Dogon	sálá	sálá	s ⁵/a l ⁵/a	557	127	0	
236	TebulUre	BAD		Dogon	North-Western_Dogon	sàm-gɔ́	sàm-gɔ́	s ¹/a m + ɡ ⁵/ɔ	592	135 121	0	
237	YandaDom	BAD		Dogon	North-Western_Dogon	gɔ̀mɔ̀	gɔ̀mɔ̀	ɡ ¹/ɔ m ¹/ɔ	542	136	0	
238	BonduSo	BAD		Dogon	North-Western_Dogon	nɛ̀:ndɛ́:	nɛ̀:ndɛ́:	n ¹/ɛː ⁿd ⁵/ɛː	534	123	166	
239	Bunoge	BAD		Dogon	South-Western_Dogon	ɲàmì	ɲàmì	ɲ ¹/a m ¹/i	534	44	166	
240	DonnoSo	BAD		Dogon	South-Eastern_Dogon	pà:dɛ̂:	pà:dɛ̂:	p ¹/aː d ⁵¹/ɛː	563	128	0	
241	TiranigeDiga	BAD		Dogon	South-Western_Dogon	mɔ́:-ná	mɔ́:ná	m ɔː n ⁵/a	568	122	179	
242	Mombo	BAD		Dogon	South-Western_Dogon	yá:lá	yá:lá	j ⁵/aː l ⁵/a	557	127	0	
243	Penange	BAD		Dogon	South-Western_Dogon	ɲàm, pɔ́:lɔ́ wǒl-gà	ɲàm	ɲ ¹/a m	534	44	166	
244	PergeTegu	BAD		Dogon	North-Eastern_Dogon	gáw	mɔ̀sú	m ¹/ɔ s ⁵/u	522	122	0	
245	TogoKan	BAD		Dogon	South-Eastern_Dogon	kàⁿ-hwéléⁿ	mɔ̀ɲú	m ¹/ɔ ɲ ⁵/u	568	122	179	
246	BozoDebo	BAD		Mande	Soninke-Bozo	ɲɛⁿ	ɲɛⁿ	ɲ ∼/ɛ	2723	124	166	
247	BozoHainyaxo	BAD		Mande	Soninke-Bozo	ndaⁿmɛⁿ	ndaⁿmɛⁿ	ⁿd ã m ∼/ɛ	2726	125	0	
248	BozoKorondougounord	BAD		Mande	Soninke-Bozo	ɲɛⁿma	ɲɛⁿma	ɲ ∼/ɛ m a	2723	126	166	
249	BozoKorondougousud	BAD		Mande	Soninke-Bozo	ɲiⁿiⁿ	ɲiⁿiⁿ	ɲ ĩ:	2723	124	166	
250	BozoKotya	BAD		Mande	Soninke-Bozo	ɲiⁿiⁿ	ɲiⁿiⁿ	ɲ ĩ:	2723	124	166	
251	BozoPondorisud	BAD		Mande	Soninke-Bozo	ɲiⁿiⁿ	ɲiⁿiⁿ	ɲ ĩ:	2723	124	166	
252	BozoTieyaxo	BAD		Mande	Soninke-Bozo	ɲiⁿŋaⁿ	ɲiⁿŋaⁿ	ɲ ĩ ŋ ã	2740	124	179	
253	BozoTiemaCewe	BAD		Mande	Soninke-Bozo	boⁿno	boⁿno	b õ n o	2729	122	173	
254	Bambara	BAD		Mande	Western_Mande	júgúmáⁿ	júgúmáⁿ	dʒ ⁵/u ɡ ⁵/u + m ⁵/ã	2721	118 126	0	
255	Bangime	BAD		Isolate	Isolate	jáŋɡā	jáŋɡā	j ⁵/a + ⁿɡ ³/a	2347	120 4821	0	
256	Fulfulde	BAD		Atlantic	North-Central_Atlantic	bonnde	bon-nde	b o n + ⁿd e	33	129 130	173	
257	Jenaama	BAD		Mande	Soninke-Bozo	ɲɔ̄ŋɔ̄ (1)	ɲɔ̄ŋɔ̄	ɲ ³/ɔ ŋ ³/ɔ	2740	124	179	
258	SonghaiKiini	BAD		Songhai	Eastern_Songhai	bɔ̀nɛ́	bɔ̀nɛ́	b ¹/ɔ n ⁵/ɛ	3595	132	173	
259	SonghaiSenni	BAD		Songhai	Eastern_Songhai	bòné-fùtù	bòné-fùtù	b ¹/o n ⁵/e + f ¹/u t ¹/u	3595	132 133	173	
260	Bambara	BAD		Mande	Western_Mande	fáríⁿ	fáríⁿ	f ⁵/a r ⁵/ĩ	2747	134	0	
261	Soninke	BAD		Mande	Soninke-Bozo	bùrê	bùrê	b ¹/u r ⁵¹/e	2747	134	0	
262	BonduSo	BAD		Dogon	North-Western_Dogon	nɛ̀ːndɛ́ː	nɛ̀ːndɛ́ː	n ¹/ɛː ⁿd ⁵/ɛː	534	123	166	
263	Bangime	BARK		Isolate	Isolate	kūɥɛ̀ (1)	kūɥɛ̀	k ³/u ɥ ¹/ɛ	2360	46	191	
264	Fulfulde	BARK		Atlantic	North-Central_Atlantic	koɓolal	koɓolal	k o ɓ o l + a l	42	48 147	191	
265	Jenaama	BARK		Mande	Soninke-Bozo	jùgù-wógō	jùgù-wógō	dʒ ¹/u ɡ ¹/u + w ⁵/o ɡ ³/o	2780	149 139	0	
266	ToroTegu	BARK		Dogon	North-Eastern_Dogon	kǒw, tìwⁿá kôw	kǒw	k ¹⁵/o w	650	142	0	
267	BenTey	BARK		Dogon	North-Eastern_Dogon	kù-kòmbî: ~ kì-kòmbî:, kòmbî:	kù-kòmbî:	k ¹/u + k ¹/o ⁿb ⁵¹/iː	601	141 142	0	
268	BankanTey	BARK		Dogon	North-Eastern_Dogon	tùndú, kò-kòmbû:	tùndú	t ¹/u ⁿd ⁵/u	598	140	0	
269	Nanga	BARK		Dogon	North-Eastern_Dogon	tùmà-pô:, tùmà-[kò-kòmbí]	tùmà-pô:	t ¹/u m ¹/a + p ⁵¹/oː	645	150 151	0	
270	PergeTegu	BARK		Dogon	North-Eastern_Dogon	gɛ̂:ⁿ	gɛ̂:ⁿ	ɡ ⁵¹∼/ɛː	650	141	0	
271	Gourou	BARK		Dogon	North-Eastern_Dogon	zǎyⁿ	zǎyⁿ	z ¹⁵/a + ∼/j	637	148 4824	0	
272	TogoKan	BARK		Dogon	South-Eastern_Dogon	kòkǒ:	kòkǒ:	k ¹/o + k ¹⁵/oː	601	141 142	0	
273	TommoSo	BARK		Dogon	South-Eastern_Dogon	jóyⁿ, kó-kóbú	jóyⁿ	dʒ ⁵/o + ∼/j	637	148 4824	0	
274	DogulDom	BARK		Dogon	South-Western_Dogon	kìŋìnɔ̀ kɔ̀mùnú	kìŋìnɔ̀_kɔ̀mùnú	k ¹/i ŋ ¹/i n ¹/ɔ + k ¹/ɔ m ¹/u n ⁵/u	634	146 143	0	
275	TebulUre	BARK		Dogon	North-Western_Dogon	kóbé	kóbé	k ⁵/o b ⁵/e	597	142	191	
276	YandaDom	BARK		Dogon	North-Western_Dogon	tìmè-sábú	tìmè-sábú	t ¹/i m ¹/e + s ⁵/a b ⁵/u	645	150 158	0	
277	Ampari	BARK		Dogon	South-Western_Dogon	òwá (òwá gè)	òwá	¹/o w ⁵/a	594	142	0	
278	Bunoge	BARK		Dogon	South-Western_Dogon	kòbàlì, tìlìŋgé-kòbálì	kòbàlì	k ¹/o b ¹/a + l ¹/i	597	142 4823	191	
279	DonnoSo	BARK		Dogon	South-Eastern_Dogon	kòmbě:	kòmbě:	k ¹/o ⁿb ¹⁵/eː	597	142	191	
280	Jamsay	BARK		Dogon	North-Eastern_Dogon	kǒw, jêy, jǎyⁿ	jêy	dʒ ⁵¹/e + j	637	148 4824	0	
281	TiranigeDiga	BARK		Dogon	South-Western_Dogon	kóy	kóy	k ⁵/o + j	650	156 4824	0	
282	Mombo	BARK		Dogon	South-Western_Dogon	kòmbòlí	kòmbòlí	k ¹/o ⁿb ¹/o + l ⁵/i	597	142 4823	191	
283	Penange	BARK		Dogon	South-Western_Dogon	témbú	témbú	t ⁵/e ⁿb ⁵/u	598	152	0	
284	TomoKan	BARK		Dogon	South-Eastern_Dogon	kú	kú	k ⁵/u	650	141	0	
285	Bambara	BARK		Mande	Western_Mande	ŋɔ̀mɔ́	ŋɔ̀mɔ́	ŋ ¹/ɔ m ⁵/ɔ	2751	138	0	
286	BozoDebo	BARK		Mande	Soninke-Bozo	gogo	gogo	ɡ o ɡ o	2753	139	191	
287	BozoHainyaxo	BARK		Mande	Soninke-Bozo	woloho	woloho	w o l o + h o	2759	139 4822	0	
288	BozoKorondougounord	BARK		Mande	Soninke-Bozo	gogo	gogo	ɡ o ɡ o	2753	139	191	
289	BozoKorondougousud	BARK		Mande	Soninke-Bozo	gogo	gogo	ɡ o ɡ o	2753	139	191	
290	BozoKotya	BARK		Mande	Soninke-Bozo	gogo	gogo	ɡ o ɡ o	2753	139	191	
291	BozoPondorinord	BARK		Mande	Soninke-Bozo	gogo	gogo	ɡ o ɡ o	2753	139	191	
292	BozoPondorisud	BARK		Mande	Soninke-Bozo	gofo	gofo	ɡ o f o	2753	142	191	
293	BozoTieyaxo	BARK		Mande	Soninke-Bozo	gɔlɔ	gɔlɔ	ɡ ɔ l ɔ	2753	139	191	
294	BozoTiemaCewe	BARK		Mande	Soninke-Bozo	guro	guro	ɡ u r o	2753	139	191	
295	SonghaiSenni	BARK		Songhai	Eastern_Songhai	kópt-ò	kópt-ò	k ⁵/o p t + ¹/o	3611	48 154	0	
296	Bambara	BARK		Mande	Western_Mande	jírífárá	jírífárá	dʒ ⁵/i r ⁵/i + f ⁵/a r ⁵/a	2794	159 160	0	
297	Soninke	BARK		Mande	Soninke-Bozo	kórómè	kórómè	k ⁵/o r ⁵/o + m ¹/e	2753	139 155	191	
298	ToroSo	BARK		Dogon	South-Eastern_Dogon	yóórú	yóórú	j ⁵/oː r ⁵/u	669	157	0	
299	BonduSo	BARK		Dogon	North-Western_Dogon	kómí-lòŋ	kómí-lòŋ	k ⁵/o m ⁵/i + l ¹/o ŋ	603	142 144	0	
300	Penange	BE ALIVE		Dogon	South-Western_Dogon	[ɲàŋgù ní] bò	ɲàŋgù-ní_bò	ɲ ¹/a ⁿɡ ¹/u + n ⁵/i + b ¹/o	712	168 172 176	0	
301	TomoKan	BE ALIVE		Dogon	South-Eastern_Dogon	cìnìhú:ⁿ yɔ́ wɔ́	cìnìhú:ⁿ-yɔ́_wɔ́	tʃ ¹/i n ¹/i h ∼⁵/ũ: + j ⁵/ɔ + w ⁵/ɔ	741	178 166 169	0	
302	Mombo	BE ALIVE		Dogon	South-Western_Dogon	ɲáŋgù ndò ò-bó	ɲáŋgù-ndò_ò-bó	ɲ ⁵/a + ⁿɡ ¹/u + ⁿd ¹/o + ¹/o + b ⁵/o	728	168 173 174 162 169	0	
303	Jamsay	BE ALIVE		Dogon	North-Eastern_Dogon	yɛ́ yìné	yɛ́_yìné	j ⁵/ɛ + j ¹/i n ⁵/e	723	166 171	0	
304	BonduSo	BE ALIVE		Dogon	North-Western_Dogon	[kínjàn mà] bò	kínjàn-mà_bò	k ⁵/i ⁿdʒ ¹/a + n + m ¹/a + b ¹/o	695	161 4826 166 169	0	
305	Bunoge	BE ALIVE		Dogon	South-Western_Dogon	[ɲàŋgò ndó] bò	ɲàŋgò-ndó_bò	ɲ ¹/a ⁿɡ ¹/o + ⁿd ⁵/o + b ¹/o	712	168 162 169	0	
306	Nanga	BE ALIVE		Dogon	North-Eastern_Dogon	[úmá ŋá] bě:	úmá-ŋá_bě:	⁵/u m ⁵/a + ŋ ⁵/a + b ¹⁵/eː	730	175 172 165	0	
307	YornoSo	BE ALIVE		Dogon	North-Western_Dogon	ɔ́:ⁿ, yìwⁿɛ̌-n	yìwⁿɛ̌-n	j ¹/i w̃ ¹⁵/ɛ + n	751	175 180	0	
308	TommoSo	BE ALIVE		Dogon	South-Eastern_Dogon	kɔ̂, nínnɛ́, yìmɛ̀-lí, úmɔ́	nínnɛ́	n ⁵/i n n ⁵/ɛ	717	162	0	
309	DogulDom	BE ALIVE		Dogon	South-Western_Dogon	nìnné	nìnné	n ¹/i n n ⁵/e	717	162	0	
310	BankanTey	BE ALIVE		Dogon	North-Eastern_Dogon	yá wú:rà kàŋ sò	yá_wú:rà-kàŋ_sò	j ⁵/a + w ⁵/uː r ¹/a + k ¹/a ŋ + s ¹/o	690	163 164 165 162	0	
311	ToroTegu	BE ALIVE		Dogon	North-Eastern_Dogon	bǎyⁿ	bǎyⁿ	b ¹⁵/a ∼/j	745	179	0	
312	Bangime	BE ALIVE		Isolate	Isolate	bɔ̄n-dɔ̀	bɔ̄n-dɔ̀	b ³/ɔ n + d ¹/ɔ	2375	48 4825	0	
313	Fulfulde	BE ALIVE		Atlantic	North-Central_Atlantic	wuurude	wuur-ude	w uː r + u d e	62	164 170	0	
314	BozoDebo	BE ALIVE		Mande	Soninke-Bozo	bira	bira	b i r a	2797	167	0	
315	BozoKorondougounord	BE ALIVE		Mande	Soninke-Bozo	bilaⁿ	bilaⁿ	b i l ã	2797	167	0	
316	BozoKorondougousud	BE ALIVE		Mande	Soninke-Bozo	bila	bila	b i l a	2797	167	0	
317	BozoKotya	BE ALIVE		Mande	Soninke-Bozo	bila	bila	b i l a	2797	167	0	
318	BozoPondorinord	BE ALIVE		Mande	Soninke-Bozo	bira	bira	b i r a	2797	167	0	
319	BozoPondorisud	BE ALIVE		Mande	Soninke-Bozo	bira	bira	b i r a	2797	167	0	
320	BozoTieyaxo	BE ALIVE		Mande	Soninke-Bozo	bilaⁿ	bilaⁿ	b i l ã	2797	167	0	
321	BozoTiemaCewe	BE ALIVE		Mande	Soninke-Bozo	bira	bira	b i r a	2797	167	0	
322	Jenaama	BE ALIVE		Mande	Soninke-Bozo	bílá-nà	bílá-nà	b ⁵/i l ⁵/a + n ¹/a	2797	167 4827	0	
323	SonghaiSenni	BE ALIVE		Songhai	Eastern_Songhai	húná	húná	h ⁵/u n ⁵/a	3625	177	0	
324	SonghaiKiini	BE ALIVE		Songhai	Eastern_Songhai	húná	húná	h ⁵/u n ⁵/a	3625	177	0	
325	SonghaiSenni	BEARD		Songhai	Eastern_Songhai	kà:bè	kà:bè	k ¹/aː b ¹/e	3638	191	0	
326	Mombo	BEARD		Dogon	South-Western_Dogon	bé:ⁿ kùlɛ̀	bé:ⁿ_kùlɛ̀	b ⁵/ẽː + k ¹/u l ¹/ɛ	765	182 186	0	
327	DonnoSo	BEARD		Dogon	South-Eastern_Dogon	bɛ̀:-kèŋgèlé	bɛ̀:_kèŋgèlé	b ¹/ɛː + k ¹/e + ⁿɡ ¹/e + l ⁵/e	796	182 184 186	0	
328	Jamsay	BEARD		Dogon	North-Eastern_Dogon	bɛ̀w kúrɔ́	bɛ̀w_kúrɔ́	b ¹/ɛ w + k ⁵/u r ⁵/ɔ	765	182 186	0	
329	TomoKan	BEARD		Dogon	South-Eastern_Dogon	byà:	byà:	b j ¹/aː	829	182	0	
330	Penange	BEARD		Dogon	South-Western_Dogon	dɔ́mjɔ́-kùlɛ̀	dɔ́mjɔ́-kùlɛ̀	d ⁵∼/ɔ dʒ ⁵/ɔ + k ¹/u l ¹/ɛ	791	185 186	0	
331	TebulUre	BEARD		Dogon	North-Western_Dogon	bèyà:-kúlà	bèyà:-kúlà	b ¹/e j ¹/aː + k ⁵/u l ¹/a	765	182 186	0	
332	TogoKan	BEARD		Dogon	South-Eastern_Dogon	bɛ̌	bɛ̌	b ¹⁵/ɛ	759	182	0	
333	YornoSo	BEARD		Dogon	North-Western_Dogon	bɛ̌:	bɛ̌:	b ¹⁵/ɛː	759	182	0	
334	DogulDom	BEARD		Dogon	South-Western_Dogon	bɛ̂:ⁿ	bɛ̂:ⁿ	b ⁵¹∼/ɛː	759	182	0	
335	BonduSo	BEARD		Dogon	North-Western_Dogon	bɛ̂:-ŋgò	bɛ̂:-ŋgò	b ⁵¹/ɛː + ⁿɡ ¹/o	765	182 184	0	
336	Nanga	BEARD		Dogon	North-Eastern_Dogon	bɛ̀-bɛ᷈:	bɛ̀-bɛ᷈:	b ¹/ɛ + b ¹⁵¹/ɛː	759	182 182	0	
337	PergeTegu	BEARD		Dogon	North-Eastern_Dogon	bɛ̀-bɛ̌w	bɛ̀-bɛ̌w	b ¹/ɛ + b ¹⁵/ɛ + w	759	182 182	0	
338	TommoSo	BEARD		Dogon	South-Eastern_Dogon	bɛ̀ɛ́	bɛ̀ɛ́	b ¹⁵/ɛː	759	182	0	
339	BenTey	BEARD		Dogon	North-Eastern_Dogon	bɛ᷈yⁿ	bɛ᷈yⁿ	b ∼/ɛ + ∼/j	759	182 183	0	
340	YandaDom	BEARD		Dogon	North-Western_Dogon	bìyà-kùlà	bìyà-kùlà	b ¹/i j ¹/a + k ¹/u l ¹/a	765	182 186	0	
341	Bunoge	BEARD		Dogon	South-Western_Dogon	ʔɔ̀ndɔ́-kùlɛ̀	ʔɔ̀ndɔ́-kùlɛ̀	ʔ ¹∼/ɔ d ⁵/ɔ + k ¹/u l ¹/ɛ	791	185 186	0	
342	Bangime	BEARD		Isolate	Isolate	sèmbò	sèmbò	s ¹/e ⁿb ¹/o	2387	48	251	
343	Fulfulde	BEARD		Atlantic	North-Central_Atlantic	waare	waare	w aː r e	75	188	0	
344	Jenaama	BEARD		Mande	Soninke-Bozo	ʃìmbò-cí	ʃìmbò-cí	ʃ ¹/i ⁿb ¹/o + tʃ ⁵/i	2832	181 189	251	
345	TiranigeDiga	BEARD		Dogon	South-Western_Dogon	dǎ:	yéná kùlèŋgé	j ⁵/e n ⁵/a + k ¹/u l ¹/e + ⁿɡ ⁵/e	821	192 186 184	0	
346	BankanTey	BEARD		Dogon	North-Eastern_Dogon	bɔ̀lɔ̀-wò	bɛ᷈yⁿ	b ∼/ɛ + ∼/j	759	182 183	0	
347	ToroTegu	BEARD		Dogon	North-Eastern_Dogon	wélú	bɛ̌w	b ¹⁵/ɛ + w	759	182	0	
348	BozoDebo	BEARD		Mande	Soninke-Bozo	sɛⁿbotii	sɛⁿbotii	s ∼/ɛ b o + t iː	2832	181 189	251	
